project_id,construction_month,construction_share,construction_capex_gross_vnd,construction_capex_net_vnd,vat_vnd,idc_vnd,cumulative_capex_gross_vnd,cumulative_idc_vnd,total_construction_gross_vnd,total_construction_net_vnd,total_vat_vnd,idc_rate,total_uses_vnd,reconciliation_status,source_or_assumption_id
VG-010,8,0.1,2762500000.0,2511363636.363636,251136363.63636395,80049715.90909089,23481250000.0,1148268702.6515152,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,9,0.06,1657500000.0,1506818181.8181815,150681818.18181837,37356534.090909086,25138750000.0,1185625236.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,10,0.04,1105000000.0,1004545454.5454544,100454545.45454557,17788825.757575754,26243750000.0,1203414062.5,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,11,0.03,828750000.0,753409090.9090908,75340909.09090918,8004971.59090909,27072500000.0,1211419034.090909,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,12,0.02,552500000.0,502272727.2727272,50227272.727272786,1778882.5757575755,27625000000.0,1213197916.6666665,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,1,0.05,1275000000.0,1159090909.090909,115909090.90909106,94417613.63636363,1275000000.0,94417613.63636363,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,2,0.08,2040000000.0,1854545454.5454545,185454545.45454568,137931818.18181822,3315000000.0,232349431.81818184,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,3,0.1,2550000000.0,2318181818.181818,231818181.8181821,155994318.18181816,5865000000.0,388343750.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,4,0.12,3060000000.0,2781818181.8181815,278181818.1818185,167488636.36363634,8925000000.0,555832386.3636364,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,5,0.14,3570000000.0000005,3245454545.4545455,324545454.545455,172414772.72727272,12495000000.0,728247159.0909091,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,6,0.14,3570000000.0000005,3245454545.4545455,324545454.545455,149426136.36363637,16065000000.0,877673295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,7,0.12,3060000000.0,2781818181.8181815,278181818.1818185,108375000.0,19125000000.0,986048295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,8,0.1,2550000000.0,2318181818.181818,231818181.8181821,73892045.45454545,21675000000.0,1059940340.909091,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,9,0.06,1530000000.0,1390909090.9090908,139090909.09090924,34482954.54545454,23205000000.0,1094423295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,10,0.04,1020000000.0,927272727.2727273,92727272.72727284,16420454.545454547,24225000000.0,1110843750.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,11,0.03,765000000.0,695454545.4545454,69545454.54545462,7389204.545454544,24990000000.0,1118232954.5454545,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-011,12,0.02,510000000.0,463636363.6363636,46363636.36363642,1642045.4545454548,25500000000.0,1119875000.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,1,0.05,1221875000.0,1110795454.5454545,111079545.45454556,90483546.40151514,1221875000.0,90483546.40151514,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,2,0.08,1955000000.0,1777272727.272727,177727272.72727287,132184659.09090908,3176875000.0,222668205.49242422,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,3,0.1,2443750000.0,2221590909.090909,222159090.90909111,149494554.92424244,5620625000.0,372162760.4166666,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,4,0.12,2932500000.0,2665909090.9090905,266590909.0909093,160509943.18181816,8553125000.0,532672703.59848475,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,5,0.14,3421250000.0000005,3110227272.7272725,311022727.27272755,165230823.86363637,11974375000.0,697903527.4621211,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,6,0.14,3421250000.0000005,3110227272.7272725,311022727.27272755,143200047.34848484,15395625000.0,841103574.810606,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,7,0.12,2932500000.0,2665909090.9090905,266590909.0909093,103859375.0,18328125000.0,944962949.810606,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,8,0.1,2443750000.0,2221590909.090909,222159090.90909111,70813210.22727273,20771875000.0,1015776160.0378788,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,9,0.06,1466250000.0,1332954545.4545453,133295454.54545465,33046164.77272727,22238125000.0,1048822324.810606,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,10,0.04,977500000.0,888636363.6363635,88863636.36363643,15736268.939393938,23215625000.0,1064558593.75,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,11,0.03,733125000.0,666477272.7272726,66647727.272727326,7081321.0227272725,23948750000.0,1071639914.7727273,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-012,12,0.02,488750000.0,444318181.81818175,44431818.18181822,1573626.8939393938,24437500000.0,1073213541.6666666,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,1,0.05,1115625000.0,1014204545.4545455,101420454.54545465,82615411.93181819,1115625000.0,82615411.93181819,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,2,0.08,1785000000.0,1622727272.7272727,162272727.27272743,120690340.90909092,2900625000.0,203305752.84090912,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,3,0.1,2231250000.0,2028409090.909091,202840909.0909093,136495028.4090909,5131875000.0,339800781.25,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,4,0.12,2677500000.0,2434090909.090909,243409090.90909114,146552556.81818184,7809375000.0,486353338.0681819,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,5,0.14,3123750000.0000005,2839772727.2727275,283977272.72727305,150862926.13636366,10933125000.0,637216264.2045455,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,6,0.14,3123750000.0000005,2839772727.2727275,283977272.72727305,130747869.31818183,14056875000.0,767964133.5227274,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,7,0.12,2677500000.0,2434090909.090909,243409090.90909114,94828125.0,16734375000.0,862792258.5227274,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,8,0.1,2231250000.0,2028409090.909091,202840909.0909093,64655539.77272728,18965625000.0,927447798.2954546,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,9,0.06,1338750000.0,1217045454.5454545,121704545.45454557,30172585.22727273,20304375000.0,957620383.5227274,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,10,0.04,892500000.0,811363636.3636364,81136363.63636371,14367897.727272728,21196875000.0,971988281.2500001,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,11,0.03,669375000.0,608522727.2727273,60852272.727272786,6465553.9772727275,21866250000.0,978453835.2272729,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-013,12,0.02,446250000.0,405681818.1818182,40568181.81818186,1436789.7727272727,22312500000.0,979890625.0000001,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,1,0.05,1328125000.0,1207386363.6363637,120738636.36363645,98351680.87121212,1328125000.0,98351680.87121212,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,2,0.08,2125000000.0,1931818181.8181818,193181818.1818183,143678977.27272728,3453125000.0,242030658.1439394,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,3,0.1,2656250000.0,2414772727.2727275,241477272.7272729,162494081.43939397,6109375000.0,404524739.5833334,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,4,0.12,3187500000.0,2897727272.7272725,289772727.2727275,174467329.54545453,9296875000.0,578992069.1287879,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,5,0.14,3718750000.0000005,3380681818.1818185,338068181.81818205,179598721.59090912,13015625000.0,758590790.719697,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,6,0.14,3718750000.0000005,3380681818.1818185,338068181.81818205,155652225.3787879,16734375000.0,914243016.0984849,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,7,0.12,3187500000.0,2897727272.7272725,289772727.2727275,112890625.0,19921875000.0,1027133641.0984849,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,8,0.1,2656250000.0,2414772727.2727275,241477272.7272729,76970880.68181819,22578125000.0,1104104521.780303,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,9,0.06,1593750000.0,1448863636.3636363,144886363.63636374,35919744.31818182,24171875000.0,1140024266.0984848,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,10,0.04,1062500000.0,965909090.9090909,96590909.09090915,17104640.151515152,25234375000.0,1157128906.25,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,11,0.03,796875000.0,724431818.1818181,72443181.81818187,7697088.068181817,26031250000.0,1164825994.3181818,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-014,12,0.02,531250000.0,482954545.45454544,48295454.54545458,1710464.0151515154,26562500000.0,1166536458.3333333,26562500000.0,24147727272.727272,2414772727.272729,0.085,27729036458.333332,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,1,0.05,1275000000.0,1159090909.090909,115909090.90909106,94417613.63636363,1275000000.0,94417613.63636363,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,2,0.08,2040000000.0,1854545454.5454545,185454545.45454568,137931818.18181822,3315000000.0,232349431.81818184,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,3,0.1,2550000000.0,2318181818.181818,231818181.8181821,155994318.18181816,5865000000.0,388343750.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,4,0.12,3060000000.0,2781818181.8181815,278181818.1818185,167488636.36363634,8925000000.0,555832386.3636364,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,5,0.14,3570000000.0000005,3245454545.4545455,324545454.545455,172414772.72727272,12495000000.0,728247159.0909091,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,6,0.14,3570000000.0000005,3245454545.4545455,324545454.545455,149426136.36363637,16065000000.0,877673295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,7,0.12,3060000000.0,2781818181.8181815,278181818.1818185,108375000.0,19125000000.0,986048295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,8,0.1,2550000000.0,2318181818.181818,231818181.8181821,73892045.45454545,21675000000.0,1059940340.909091,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,9,0.06,1530000000.0,1390909090.9090908,139090909.09090924,34482954.54545454,23205000000.0,1094423295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,10,0.04,1020000000.0,927272727.2727273,92727272.72727284,16420454.545454547,24225000000.0,1110843750.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,11,0.03,765000000.0,695454545.4545454,69545454.54545462,7389204.545454544,24990000000.0,1118232954.5454545,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-015,12,0.02,510000000.0,463636363.6363636,46363636.36363642,1642045.4545454548,25500000000.0,1119875000.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,1,0.05,1062500000.0,965909090.9090909,96590909.09090912,78681344.6969697,1062500000.0,78681344.6969697,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,2,0.08,1700000000.0,1545454545.4545453,154545454.5454546,114943181.81818181,2762500000.0,193624526.5151515,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,3,0.1,2125000000.0,1931818181.8181818,193181818.18181825,129995265.15151517,4887500000.0,323619791.6666667,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,4,0.12,2550000000.0,2318181818.181818,231818181.8181819,139573863.63636363,7437500000.0,463193655.3030303,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,5,0.14,2975000000.0000005,2704545454.5454545,270454545.45454556,143678977.27272728,10412500000.0,606872632.5757576,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,6,0.14,2975000000.0000005,2704545454.5454545,270454545.45454556,124521780.30303031,13387500000.0,731394412.878788,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,7,0.12,2550000000.0,2318181818.181818,231818181.8181819,90312500.0,15937500000.0,821706912.878788,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,8,0.1,2125000000.0,1931818181.8181818,193181818.18181825,61576704.545454554,18062500000.0,883283617.4242425,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,9,0.06,1275000000.0,1159090909.090909,115909090.90909095,28735795.454545453,19337500000.0,912019412.878788,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,10,0.04,850000000.0,772727272.7272726,77272727.2727273,13683712.12121212,20187500000.0,925703125.0000001,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,11,0.03,637500000.0,579545454.5454545,57954545.454545476,6157670.454545454,20825000000.0,931860795.4545456,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-016,12,0.02,425000000.0,386363636.3636363,38636363.63636365,1368371.2121212122,21250000000.0,933229166.6666669,21250000000.0,19318181818.181816,1931818181.8181825,0.085,22183229166.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,1,0.05,1275000000.0,1159090909.090909,115909090.90909106,94417613.63636363,1275000000.0,94417613.63636363,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,2,0.08,2040000000.0,1854545454.5454545,185454545.45454568,137931818.18181822,3315000000.0,232349431.81818184,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,3,0.1,2550000000.0,2318181818.181818,231818181.8181821,155994318.18181816,5865000000.0,388343750.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,4,0.12,3060000000.0,2781818181.8181815,278181818.1818185,167488636.36363634,8925000000.0,555832386.3636364,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,5,0.14,3570000000.0000005,3245454545.4545455,324545454.545455,172414772.72727272,12495000000.0,728247159.0909091,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,6,0.14,3570000000.0000005,3245454545.4545455,324545454.545455,149426136.36363637,16065000000.0,877673295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,7,0.12,3060000000.0,2781818181.8181815,278181818.1818185,108375000.0,19125000000.0,986048295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,8,0.1,2550000000.0,2318181818.181818,231818181.8181821,73892045.45454545,21675000000.0,1059940340.909091,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,9,0.06,1530000000.0,1390909090.9090908,139090909.09090924,34482954.54545454,23205000000.0,1094423295.4545455,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,10,0.04,1020000000.0,927272727.2727273,92727272.72727284,16420454.545454547,24225000000.0,1110843750.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,11,0.03,765000000.0,695454545.4545454,69545454.54545462,7389204.545454544,24990000000.0,1118232954.5454545,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-017,12,0.02,510000000.0,463636363.6363636,46363636.36363642,1642045.4545454548,25500000000.0,1119875000.0,25500000000.0,23181818181.81818,2318181818.181821,0.085,26619875000.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,1,0.05,1221875000.0,1110795454.5454545,111079545.45454556,90483546.40151514,1221875000.0,90483546.40151514,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,2,0.08,1955000000.0,1777272727.272727,177727272.72727287,132184659.09090908,3176875000.0,222668205.49242422,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,3,0.1,2443750000.0,2221590909.090909,222159090.90909111,149494554.92424244,5620625000.0,372162760.4166666,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,4,0.12,2932500000.0,2665909090.9090905,266590909.0909093,160509943.18181816,8553125000.0,532672703.59848475,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,5,0.14,3421250000.0000005,3110227272.7272725,311022727.27272755,165230823.86363637,11974375000.0,697903527.4621211,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,6,0.14,3421250000.0000005,3110227272.7272725,311022727.27272755,143200047.34848484,15395625000.0,841103574.810606,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,7,0.12,2932500000.0,2665909090.9090905,266590909.0909093,103859375.0,18328125000.0,944962949.810606,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,8,0.1,2443750000.0,2221590909.090909,222159090.90909111,70813210.22727273,20771875000.0,1015776160.0378788,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,9,0.06,1466250000.0,1332954545.4545453,133295454.54545465,33046164.77272727,22238125000.0,1048822324.810606,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,10,0.04,977500000.0,888636363.6363635,88863636.36363643,15736268.939393938,23215625000.0,1064558593.75,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,11,0.03,733125000.0,666477272.7272726,66647727.272727326,7081321.0227272725,23948750000.0,1071639914.7727273,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-018,12,0.02,488750000.0,444318181.81818175,44431818.18181822,1573626.8939393938,24437500000.0,1073213541.6666666,24437500000.0,22215909090.90909,2221590909.090911,0.085,25510713541.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,1,0.05,1115625000.0,1014204545.4545455,101420454.54545465,82615411.93181819,1115625000.0,82615411.93181819,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,2,0.08,1785000000.0,1622727272.7272727,162272727.27272743,120690340.90909092,2900625000.0,203305752.84090912,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,3,0.1,2231250000.0,2028409090.909091,202840909.0909093,136495028.4090909,5131875000.0,339800781.25,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,4,0.12,2677500000.0,2434090909.090909,243409090.90909114,146552556.81818184,7809375000.0,486353338.0681819,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,5,0.14,3123750000.0000005,2839772727.2727275,283977272.72727305,150862926.13636366,10933125000.0,637216264.2045455,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,6,0.14,3123750000.0000005,2839772727.2727275,283977272.72727305,130747869.31818183,14056875000.0,767964133.5227274,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,7,0.12,2677500000.0,2434090909.090909,243409090.90909114,94828125.0,16734375000.0,862792258.5227274,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,8,0.1,2231250000.0,2028409090.909091,202840909.0909093,64655539.77272728,18965625000.0,927447798.2954546,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,9,0.06,1338750000.0,1217045454.5454545,121704545.45454557,30172585.22727273,20304375000.0,957620383.5227274,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,10,0.04,892500000.0,811363636.3636364,81136363.63636371,14367897.727272728,21196875000.0,971988281.2500001,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,11,0.03,669375000.0,608522727.2727273,60852272.727272786,6465553.9772727275,21866250000.0,978453835.2272729,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-019,12,0.02,446250000.0,405681818.1818182,40568181.81818186,1436789.7727272727,22312500000.0,979890625.0000001,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-020,1,0.05,1115625000.0,1014204545.4545455,101420454.54545465,82615411.93181819,1115625000.0,82615411.93181819,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-020,2,0.08,1785000000.0,1622727272.7272727,162272727.27272743,120690340.90909092,2900625000.0,203305752.84090912,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-020,3,0.1,2231250000.0,2028409090.909091,202840909.0909093,136495028.4090909,5131875000.0,339800781.25,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-020,4,0.12,2677500000.0,2434090909.090909,243409090.90909114,146552556.81818184,7809375000.0,486353338.0681819,22312500000.0,20284090909.090908,2028409090.909093,0.085,23292390625.0,PASS,ASM-CONSTRUCTION-SCHEDULE
