observation_id,candidate_project_id,canonical_project_id,field_name,raw_value,raw_unit,normalized_value,normalized_unit,currency,value_date,publisher,document_title,source_url,publication_date,access_date,source_tier,evidence_class,confidence,location_context,quotation_context,source_status,conflict_flag,superseded_flag,notes
OBS-VN-IFC-FPE-40MW-installed_capacity_kwp,VN-IFC-FPE-40MW,VN-IFC-FPE-40MW,installed_capacity_kwp,40000,kWp,40000,kWp,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,40 MWp four-country aggregate.,PUBLIC_PRIMARY,FALSE,FALSE,40 MWp four-country aggregate.
OBS-VN-IFC-FPE-40MW-developer,VN-IFC-FPE-40MW,VN-IFC-FPE-40MW,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,40 MWp four-country aggregate.,PUBLIC_PRIMARY,FALSE,FALSE,40 MWp four-country aggregate.
OBS-VN-IFC-FPE-40MW-offtaker,VN-IFC-FPE-40MW,VN-IFC-FPE-40MW,offtaker,Multiple C&I clients,,Multiple C&I clients,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,40 MWp four-country aggregate.,PUBLIC_PRIMARY,FALSE,FALSE,40 MWp four-country aggregate.
OBS-VN-IFC-FPE-40MW-country,VN-IFC-FPE-40MW,VN-IFC-FPE-40MW,country,Vietnam,,Vietnam,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,40 MWp four-country aggregate.,PUBLIC_PRIMARY,FALSE,FALSE,40 MWp four-country aggregate.
OBS-VN-IFC-FPE-40MW-project_status,VN-IFC-FPE-40MW,VN-IFC-FPE-40MW,project_status,AGGREGATE,,AGGREGATE,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,40 MWp four-country aggregate.,PUBLIC_PRIMARY,FALSE,FALSE,40 MWp four-country aggregate.
OBS-VN-IFC-FPE-40MW-business_model,VN-IFC-FPE-40MW,VN-IFC-FPE-40MW,business_model,PORTFOLIO_DISTRIBUTED,,PORTFOLIO_DISTRIBUTED,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,40 MWp four-country aggregate.,PUBLIC_PRIMARY,FALSE,FALSE,40 MWp four-country aggregate.
OBS-VN-GY-189-PLATFORM-installed_capacity_kwp,VN-GY-189-PLATFORM,VN-GY-189-PLATFORM,installed_capacity_kwp,189000,kWp,189000,kWp,,2026-09-01,GreenYellow/STOA/DEG,GY-PLATFORM-189,https://www.greenyellow.com/en/a-la-une/greenyellow-stoa-and-deg-announce-the-closing-of-a-189-mwp-ci-solar-asset-operating-company/,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Vietnam Thailand,Platform only.,PUBLIC_PRIMARY,FALSE,FALSE,Platform only.
OBS-VN-GY-189-PLATFORM-developer,VN-GY-189-PLATFORM,VN-GY-189-PLATFORM,developer,GreenYellow STOA DEG,,GreenYellow STOA DEG,,,2026-09-01,GreenYellow/STOA/DEG,GY-PLATFORM-189,https://www.greenyellow.com/en/a-la-une/greenyellow-stoa-and-deg-announce-the-closing-of-a-189-mwp-ci-solar-asset-operating-company/,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Vietnam Thailand,Platform only.,PUBLIC_PRIMARY,FALSE,FALSE,Platform only.
OBS-VN-GY-189-PLATFORM-offtaker,VN-GY-189-PLATFORM,VN-GY-189-PLATFORM,offtaker,Multiple C&I clients,,Multiple C&I clients,,,2026-09-01,GreenYellow/STOA/DEG,GY-PLATFORM-189,https://www.greenyellow.com/en/a-la-une/greenyellow-stoa-and-deg-announce-the-closing-of-a-189-mwp-ci-solar-asset-operating-company/,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Vietnam Thailand,Platform only.,PUBLIC_PRIMARY,FALSE,FALSE,Platform only.
OBS-VN-GY-189-PLATFORM-country,VN-GY-189-PLATFORM,VN-GY-189-PLATFORM,country,Vietnam,,Vietnam,,,2026-09-01,GreenYellow/STOA/DEG,GY-PLATFORM-189,https://www.greenyellow.com/en/a-la-une/greenyellow-stoa-and-deg-announce-the-closing-of-a-189-mwp-ci-solar-asset-operating-company/,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Vietnam Thailand,Platform only.,PUBLIC_PRIMARY,FALSE,FALSE,Platform only.
OBS-VN-GY-189-PLATFORM-project_status,VN-GY-189-PLATFORM,VN-GY-189-PLATFORM,project_status,AGGREGATE,,AGGREGATE,,,2026-09-01,GreenYellow/STOA/DEG,GY-PLATFORM-189,https://www.greenyellow.com/en/a-la-une/greenyellow-stoa-and-deg-announce-the-closing-of-a-189-mwp-ci-solar-asset-operating-company/,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Vietnam Thailand,Platform only.,PUBLIC_PRIMARY,FALSE,FALSE,Platform only.
OBS-VN-GY-189-PLATFORM-business_model,VN-GY-189-PLATFORM,VN-GY-189-PLATFORM,business_model,PLATFORM,,PLATFORM,,,2026-09-01,GreenYellow/STOA/DEG,GY-PLATFORM-189,https://www.greenyellow.com/en/a-la-une/greenyellow-stoa-and-deg-announce-the-closing-of-a-189-mwp-ci-solar-asset-operating-company/,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Vietnam Thailand,Platform only.,PUBLIC_PRIMARY,FALSE,FALSE,Platform only.
OBS-VN-IFC-FPE-PORTFOLIO-developer,VN-IFC-FPE-PORTFOLIO,VN-IFC-FPE-PORTFOLIO,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,Retrieval lead.,PUBLIC_PRIMARY,FALSE,FALSE,Retrieval lead.
OBS-VN-IFC-FPE-PORTFOLIO-offtaker,VN-IFC-FPE-PORTFOLIO,VN-IFC-FPE-PORTFOLIO,offtaker,Multiple C&I clients,,Multiple C&I clients,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,Retrieval lead.,PUBLIC_PRIMARY,FALSE,FALSE,Retrieval lead.
OBS-VN-IFC-FPE-PORTFOLIO-country,VN-IFC-FPE-PORTFOLIO,VN-IFC-FPE-PORTFOLIO,country,Vietnam,,Vietnam,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,Retrieval lead.,PUBLIC_PRIMARY,FALSE,FALSE,Retrieval lead.
OBS-VN-IFC-FPE-PORTFOLIO-project_status,VN-IFC-FPE-PORTFOLIO,VN-IFC-FPE-PORTFOLIO,project_status,AGGREGATE,,AGGREGATE,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,Retrieval lead.,PUBLIC_PRIMARY,FALSE,FALSE,Retrieval lead.
OBS-VN-IFC-FPE-PORTFOLIO-business_model,VN-IFC-FPE-PORTFOLIO,VN-IFC-FPE-PORTFOLIO,business_model,PORTFOLIO_DISTRIBUTED,,PORTFOLIO_DISTRIBUTED,,,2026-09-01,IFC,IFC-48551,https://disclosures.ifc.org/project-detail/ESRS/48551/fp-energy-ef,,2026-09-01,A2,OBSERVED_PROJECT_FACT,HIGH,Country aggregate,Retrieval lead.,PUBLIC_PRIMARY,FALSE,FALSE,Retrieval lead.
OBS-IN-FPEL-ARISUDHANA-installed_capacity_kwp,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,installed_capacity_kwp,2090,kWp,2090,kWp,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-annual_generation_kwh,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,annual_generation_kwh,30500000,kWh,30500000,kWh,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,MEDIUM,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY_CONFLICT_REQUIRES_REVIEW,TRUE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-developer,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-offtaker,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,offtaker,Arisudhana,,Arisudhana,,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-country,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,country,India,,India,,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-project_status,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,project_status,COMMISSIONED,,COMMISSIONED,,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-business_model,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,business_model,ONSITE_SELF_CONSUMPTION,,ONSITE_SELF_CONSUMPTION,,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-ARISUDHANA-self_consumption_signal,IN-FPEL-ARISUDHANA,IN-FPEL-ARISUDHANA,self_consumption_signal,PUBLIC_SELF_CONSUMPTION,,PUBLIC_SELF_CONSUMPTION,,,2026-09-01,FPEL,FPEL-ARISUDHANA,https://fourthpartner.co/wp-content/uploads/2025/12/Fourth-Partner-Energy_Arisudhana_Case-Study-2.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Ludhiana Punjab,30.5m claim flagged outlier.,PUBLIC_PRIMARY,FALSE,FALSE,30.5m claim flagged outlier.
OBS-IN-FPEL-SOLARA-CUDDALORE-installed_capacity_kwp,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,installed_capacity_kwp,453,kWp,453,kWp,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-developer,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-offtaker,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,offtaker,Solara Active Pharma,,Solara Active Pharma,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-country,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,country,India,,India,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-project_status,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,project_status,OPERATING,,OPERATING,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-business_model,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,business_model,ONSITE_PPA,,ONSITE_PPA,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-ppa_exists,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,ppa_exists,YES,,YES,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-CUDDALORE-self_consumption_signal,IN-FPEL-SOLARA-CUDDALORE,IN-FPEL-SOLARA-CUDDALORE,self_consumption_signal,PUBLIC_SELF_CONSUMPTION,,PUBLIC_SELF_CONSUMPTION,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Cuddalore Tamil Nadu,453 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,453 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-installed_capacity_kwp,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,installed_capacity_kwp,169,kWp,169,kWp,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-developer,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-offtaker,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,offtaker,Solara Active Pharma,,Solara Active Pharma,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-country,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,country,India,,India,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-project_status,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,project_status,OPERATING,,OPERATING,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-business_model,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,business_model,ONSITE_PPA,,ONSITE_PPA,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-ppa_exists,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,ppa_exists,YES,,YES,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-MYSORE-self_consumption_signal,IN-FPEL-SOLARA-MYSORE,IN-FPEL-SOLARA-MYSORE,self_consumption_signal,PUBLIC_SELF_CONSUMPTION,,PUBLIC_SELF_CONSUMPTION,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Mysore Karnataka,169 kWp OPEX.,PUBLIC_PRIMARY,FALSE,FALSE,169 kWp OPEX.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-installed_capacity_kwp,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,installed_capacity_kwp,1100,kWp,1100,kWp,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-developer,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-offtaker,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,offtaker,Solara Active Pharma,,Solara Active Pharma,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-country,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,country,India,,India,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-project_status,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,project_status,CONSTRUCTION,,CONSTRUCTION,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-business_model,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,business_model,ONSITE_PPA,,ONSITE_PPA,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-ppa_exists,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,ppa_exists,YES,,YES,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-PUDUCHERRY-self_consumption_signal,IN-FPEL-SOLARA-PUDUCHERRY,IN-FPEL-SOLARA-PUDUCHERRY,self_consumption_signal,PUBLIC_SELF_CONSUMPTION,,PUBLIC_SELF_CONSUMPTION,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Puducherry,1.1 MW under construction.,PUBLIC_PRIMARY,FALSE,FALSE,1.1 MW under construction.
OBS-IN-FPEL-SOLARA-DHULE-installed_capacity_kwp,IN-FPEL-SOLARA-DHULE,IN-FPEL-SOLARA-DHULE,installed_capacity_kwp,4000,kWp,4000,kWp,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Dhule Maharashtra,4 MWp offsite.,PUBLIC_PRIMARY,FALSE,FALSE,4 MWp offsite.
OBS-IN-FPEL-SOLARA-DHULE-developer,IN-FPEL-SOLARA-DHULE,IN-FPEL-SOLARA-DHULE,developer,Fourth Partner Energy,,Fourth Partner Energy,,,2026-09-01,FPEL,FPEL-SOLARA,https://fourthpartner.co/wp-content/uploads/2025/01/Fourth-Partner-Energy_JMK-Research_Solara-Active-Pharma-Sciences_Case-Study.pdf,,2026-09-01,B1,OBSERVED_PROJECT_FACT,HIGH,Dhule Maharashtra,4 MWp offsite.,PUBLIC_PRIMARY,FALSE,FALSE,4 MWp offsite.
